"Assay ID - IEDB IRI","Epitope - IEDB IRI","Complex - PDB ID"
http://www.iedb.org/assay/2021826,http://www.iedb.org/epitope/224585,4NBX
http://www.iedb.org/assay/2021828,http://www.iedb.org/epitope/224585,4NBY
http://www.iedb.org/assay/2021851,http://www.iedb.org/epitope/224586,4NBY
http://www.iedb.org/assay/2021855,http://www.iedb.org/epitope/224584,4NBZ
http://www.iedb.org/assay/2021856,http://www.iedb.org/epitope/224584,4NC0
http://www.iedb.org/assay/2021857,http://www.iedb.org/epitope/224584,4NC1
http://www.iedb.org/assay/2021858,http://www.iedb.org/epitope/224571,4NC2
http://www.iedb.org/assay/2021880,http://www.iedb.org/epitope/224586,4NC1
http://www.iedb.org/assay/2024568,http://www.iedb.org/epitope/2135341,4KFZ
http://www.iedb.org/assay/2024571,http://www.iedb.org/epitope/224587,4C2I
http://www.iedb.org/assay/2024853,http://www.iedb.org/epitope/224569,4MA7
http://www.iedb.org/assay/2024855,http://www.iedb.org/epitope/224569,4MA8
http://www.iedb.org/assay/2024856,http://www.iedb.org/epitope/2134818,4N9O
http://www.iedb.org/assay/2028720,http://www.iedb.org/epitope/142365,4LCU
http://www.iedb.org/assay/2028721,http://www.iedb.org/epitope/142365,4LBE
http://www.iedb.org/assay/2030847,http://www.iedb.org/epitope/2135259,3FFD
http://www.iedb.org/assay/2030858,http://www.iedb.org/epitope/2134755,4OD2
http://www.iedb.org/assay/2031889,http://www.iedb.org/epitope/2134626,4IRZ
http://www.iedb.org/assay/2043607,http://www.iedb.org/epitope/2134818,4KML
http://www.iedb.org/assay/2071780,http://www.iedb.org/epitope/2134839,4K24
http://www.iedb.org/assay/2071858,http://www.iedb.org/epitope/226308,3WKM
http://www.iedb.org/assay/2072790,http://www.iedb.org/epitope/226305,3J69
http://www.iedb.org/assay/2072799,http://www.iedb.org/epitope/226304,3J6A
http://www.iedb.org/assay/2083787,http://www.iedb.org/epitope/2135295,4K94
http://www.iedb.org/assay/2083797,http://www.iedb.org/epitope/2135294,4K9E
http://www.iedb.org/assay/2094897,http://www.iedb.org/epitope/226441,4LVH
http://www.iedb.org/assay/2094937,http://www.iedb.org/epitope/226303,4KHT
http://www.iedb.org/assay/2094938,http://www.iedb.org/epitope/226303,4KHX
http://www.iedb.org/assay/2095015,http://www.iedb.org/epitope/226439,4JLR
http://www.iedb.org/assay/2095036,http://www.iedb.org/epitope/226437,4N9G
http://www.iedb.org/assay/2095141,http://www.iedb.org/epitope/2150255,4NX3
http://www.iedb.org/assay/2095148,http://www.iedb.org/epitope/2135169,4F3F
http://www.iedb.org/assay/2095164,http://www.iedb.org/epitope/226922,4OCL
http://www.iedb.org/assay/2095165,http://www.iedb.org/epitope/226922,4OCM
http://www.iedb.org/assay/2095166,http://www.iedb.org/epitope/226922,4OCN
http://www.iedb.org/assay/2095274,http://www.iedb.org/epitope/226440,4CKD
http://www.iedb.org/assay/2095957,http://www.iedb.org/epitope/226302,4DVR
http://www.iedb.org/assay/2096398,http://www.iedb.org/epitope/226301,4ORZ
http://www.iedb.org/assay/2097248,http://www.iedb.org/epitope/226444,4OII
http://www.iedb.org/assay/2097385,http://www.iedb.org/epitope/2134629,4C57
http://www.iedb.org/assay/2097389,http://www.iedb.org/epitope/2134631,4C58
http://www.iedb.org/assay/2097394,http://www.iedb.org/epitope/2134631,4C59
http://www.iedb.org/assay/2097453,http://www.iedb.org/epitope/225981,1MVF
http://www.iedb.org/assay/2098272,http://www.iedb.org/epitope/226918,4L5F
http://www.iedb.org/assay/2098403,http://www.iedb.org/epitope/2135167,4P59
http://www.iedb.org/assay/2103278,http://www.iedb.org/epitope/233323,3WHE
http://www.iedb.org/assay/2103644,http://www.iedb.org/epitope/2134546,4CNI
http://www.iedb.org/assay/2104225,http://www.iedb.org/epitope/227882,4PY8
http://www.iedb.org/assay/2104414,http://www.iedb.org/epitope/2135298,4OQT
http://www.iedb.org/assay/2104866,http://www.iedb.org/epitope/227712,4O58
http://www.iedb.org/assay/2104890,http://www.iedb.org/epitope/910424,4O5I
http://www.iedb.org/assay/2104899,http://www.iedb.org/epitope/227712,4O5I
http://www.iedb.org/assay/2104922,http://www.iedb.org/epitope/227937,4P9H
http://www.iedb.org/assay/2105049,http://www.iedb.org/epitope/149231,4MQX
http://www.iedb.org/assay/2105259,http://www.iedb.org/epitope/227883,3WFB
http://www.iedb.org/assay/2105260,http://www.iedb.org/epitope/227883,3WFC
http://www.iedb.org/assay/2105261,http://www.iedb.org/epitope/227883,3WFD
http://www.iedb.org/assay/2105693,http://www.iedb.org/epitope/227872,4PD4
http://www.iedb.org/assay/2105697,http://www.iedb.org/epitope/232597,4LVO
http://www.iedb.org/assay/2105700,http://www.iedb.org/epitope/232597,4LVN
http://www.iedb.org/assay/2107088,http://www.iedb.org/epitope/227878,3RKD
http://www.iedb.org/assay/2110646,http://www.iedb.org/epitope/232593,4LGP
http://www.iedb.org/assay/2110652,http://www.iedb.org/epitope/232590,4LGR
http://www.iedb.org/assay/2110655,http://www.iedb.org/epitope/232589,4LGS
http://www.iedb.org/assay/2110658,http://www.iedb.org/epitope/232591,4LHJ
http://www.iedb.org/assay/2110659,http://www.iedb.org/epitope/232592,4LHQ
http://www.iedb.org/assay/2110957,http://www.iedb.org/epitope/240764,4NP4
http://www.iedb.org/assay/2110978,http://www.iedb.org/epitope/240766,4NP4
http://www.iedb.org/assay/2111190,http://www.iedb.org/epitope/2134524,4LIQ
http://www.iedb.org/assay/2114134,http://www.iedb.org/epitope/2144587,4OGX
http://www.iedb.org/assay/2114141,http://www.iedb.org/epitope/2144587,4OGY
http://www.iedb.org/assay/2114143,http://www.iedb.org/epitope/2134660,4CMH
http://www.iedb.org/assay/2115270,http://www.iedb.org/epitope/2144583,4QKX
http://www.iedb.org/assay/2115694,http://www.iedb.org/epitope/2134571,4Q6I
http://www.iedb.org/assay/2117396,http://www.iedb.org/epitope/232601,4P2C
http://www.iedb.org/assay/2117461,http://www.iedb.org/epitope/232688,4U6H
http://www.iedb.org/assay/2118851,http://www.iedb.org/epitope/226416,4UUJ
http://www.iedb.org/assay/2118853,http://www.iedb.org/epitope/226416,2JK5
http://www.iedb.org/assay/2118854,http://www.iedb.org/epitope/226416,2W0F
http://www.iedb.org/assay/2118861,http://www.iedb.org/epitope/233135,4U1G
http://www.iedb.org/assay/2118868,http://www.iedb.org/epitope/233134,4U0R
http://www.iedb.org/assay/2118924,http://www.iedb.org/epitope/2134831,4OGA
http://www.iedb.org/assay/2119075,http://www.iedb.org/epitope/229014,3FKU
http://www.iedb.org/assay/2119469,http://www.iedb.org/epitope/232602,4TNW
http://www.iedb.org/assay/2119470,http://www.iedb.org/epitope/232602,4TNV
http://www.iedb.org/assay/2119479,http://www.iedb.org/epitope/233320,4POU
http://www.iedb.org/assay/2119748,http://www.iedb.org/epitope/2134596,4TVS
http://www.iedb.org/assay/2119749,http://www.iedb.org/epitope/2134756,4N90
http://www.iedb.org/assay/2129842,http://www.iedb.org/epitope/232586,4R4F
http://www.iedb.org/assay/2129843,http://www.iedb.org/epitope/244156,4R4H
http://www.iedb.org/assay/2129847,http://www.iedb.org/epitope/232595,4H8W
http://www.iedb.org/assay/2129851,http://www.iedb.org/epitope/233131,4OLU
http://www.iedb.org/assay/2129853,http://www.iedb.org/epitope/233130,4OLV
http://www.iedb.org/assay/2129855,http://www.iedb.org/epitope/233128,4OLW
http://www.iedb.org/assay/2129857,http://www.iedb.org/epitope/233127,4OLX
http://www.iedb.org/assay/2129859,http://www.iedb.org/epitope/233132,4OLY
http://www.iedb.org/assay/2129861,http://www.iedb.org/epitope/233126,4OLZ
http://www.iedb.org/assay/2129863,http://www.iedb.org/epitope/233133,4OM0
http://www.iedb.org/assay/2129866,http://www.iedb.org/epitope/233129,4OM1
http://www.iedb.org/assay/2129990,http://www.iedb.org/epitope/2135361,4KXZ
http://www.iedb.org/assay/2130006,http://www.iedb.org/epitope/2135360,4KV5
http://www.iedb.org/assay/2130058,http://www.iedb.org/epitope/232600,4U6V
http://www.iedb.org/assay/2147216,http://www.iedb.org/epitope/2134719,4NIK
http://www.iedb.org/assay/2147217,http://www.iedb.org/epitope/233137,4PIR
http://www.iedb.org/assay/2366981,http://www.iedb.org/epitope/238058,4OT1
http://www.iedb.org/assay/2367024,http://www.iedb.org/epitope/233381,4TVP
http://www.iedb.org/assay/2367026,http://www.iedb.org/epitope/233382,4TVP
http://www.iedb.org/assay/2368615,http://www.iedb.org/epitope/2134691,4QO1
http://www.iedb.org/assay/2369076,http://www.iedb.org/epitope/234353,4WGV
http://www.iedb.org/assay/2369077,http://www.iedb.org/epitope/234353,4WGW
http://www.iedb.org/assay/2375327,http://www.iedb.org/epitope/2135380,4WFE
http://www.iedb.org/assay/2375328,http://www.iedb.org/epitope/2135380,4WFF
http://www.iedb.org/assay/2375329,http://www.iedb.org/epitope/2135380,4WFG
http://www.iedb.org/assay/2375330,http://www.iedb.org/epitope/2135380,4WFH
http://www.iedb.org/assay/2376057,http://www.iedb.org/epitope/236677,4RDQ
http://www.iedb.org/assay/2376095,http://www.iedb.org/epitope/236676,4I2X
http://www.iedb.org/assay/2376097,http://www.iedb.org/epitope/2134534,3WD5
http://www.iedb.org/assay/2376245,http://www.iedb.org/epitope/238076,4W6Y
http://www.iedb.org/assay/2376256,http://www.iedb.org/epitope/238077,4W6W
http://www.iedb.org/assay/2376265,http://www.iedb.org/epitope/238078,4W6X
http://www.iedb.org/assay/2377391,http://www.iedb.org/epitope/238081,4QWW
http://www.iedb.org/assay/2378025,http://www.iedb.org/epitope/238060,4X7F
http://www.iedb.org/assay/2378026,http://www.iedb.org/epitope/238059,4X7E
http://www.iedb.org/assay/2378027,http://www.iedb.org/epitope/238084,4X7D
http://www.iedb.org/assay/2378028,http://www.iedb.org/epitope/238061,4X7C
http://www.iedb.org/assay/2378038,http://www.iedb.org/epitope/238057,4RQS
http://www.iedb.org/assay/2378495,http://www.iedb.org/epitope/2144577,4HJJ
http://www.iedb.org/assay/2381674,http://www.iedb.org/epitope/2135236,4I18
http://www.iedb.org/assay/2382038,http://www.iedb.org/epitope/240772,4UT6
http://www.iedb.org/assay/2382070,http://www.iedb.org/epitope/240771,4UTB
http://www.iedb.org/assay/2382071,http://www.iedb.org/epitope/240770,4UTA
http://www.iedb.org/assay/2382072,http://www.iedb.org/epitope/240773,4UT9
http://www.iedb.org/assay/2384190,http://www.iedb.org/epitope/240956,4QNP
http://www.iedb.org/assay/2390062,http://www.iedb.org/epitope/2134577,4O02
http://www.iedb.org/assay/2393690,http://www.iedb.org/epitope/241576,5UQY
http://www.iedb.org/assay/2394163,http://www.iedb.org/epitope/2134841,4QTI
http://www.iedb.org/assay/2397777,http://www.iedb.org/epitope/2135156,3WIH
http://www.iedb.org/assay/2397942,http://www.iedb.org/epitope/243761,4QCI
http://www.iedb.org/assay/2399106,http://www.iedb.org/epitope/243759,3LIZ
http://www.iedb.org/assay/2399110,http://www.iedb.org/epitope/2218007,4PGJ
http://www.iedb.org/assay/2399114,http://www.iedb.org/epitope/2218007,4U3X
http://www.iedb.org/assay/2399462,http://www.iedb.org/epitope/244152,4XT1
http://www.iedb.org/assay/2399466,http://www.iedb.org/epitope/244153,4XMM
http://www.iedb.org/assay/2399469,http://www.iedb.org/epitope/244154,4XMN
http://www.iedb.org/assay/2399543,http://www.iedb.org/epitope/2135220,4Y5Y
http://www.iedb.org/assay/2399546,http://www.iedb.org/epitope/2135219,4Y5X
http://www.iedb.org/assay/2402350,http://www.iedb.org/epitope/244324,4XTR
http://www.iedb.org/assay/2402351,http://www.iedb.org/epitope/244324,4XVU
http://www.iedb.org/assay/2402352,http://www.iedb.org/epitope/244324,4XWO
http://www.iedb.org/assay/2422793,http://www.iedb.org/epitope/2134631,4Y8D
http://www.iedb.org/assay/2422908,http://www.iedb.org/epitope/417985,4RGM
http://www.iedb.org/assay/2422944,http://www.iedb.org/epitope/417984,3W2D
http://www.iedb.org/assay/2422956,http://www.iedb.org/epitope/417982,4RGO
http://www.iedb.org/assay/2422960,http://www.iedb.org/epitope/417983,4RGN
http://www.iedb.org/assay/2423019,http://www.iedb.org/epitope/417992,4PLJ
http://www.iedb.org/assay/2423032,http://www.iedb.org/epitope/417982,4RGN
http://www.iedb.org/assay/2423081,http://www.iedb.org/epitope/417993,4PLK
http://www.iedb.org/assay/2423749,http://www.iedb.org/epitope/418794,4WEM
http://www.iedb.org/assay/2423751,http://www.iedb.org/epitope/418793,4WEN
http://www.iedb.org/assay/2423752,http://www.iedb.org/epitope/418792,4WEU
http://www.iedb.org/assay/2441888,http://www.iedb.org/epitope/2134682,3WXV
http://www.iedb.org/assay/2441889,http://www.iedb.org/epitope/2135192,3WXW
http://www.iedb.org/assay/2443009,http://www.iedb.org/epitope/419436,4S1Q
http://www.iedb.org/assay/2443010,http://www.iedb.org/epitope/419434,4S1R
http://www.iedb.org/assay/2443011,http://www.iedb.org/epitope/419435,4S1S
http://www.iedb.org/assay/2443012,http://www.iedb.org/epitope/419437,4XNZ
http://www.iedb.org/assay/2443013,http://www.iedb.org/epitope/419439,4XMP
http://www.iedb.org/assay/2443014,http://www.iedb.org/epitope/419438,4XNY
http://www.iedb.org/assay/2443586,http://www.iedb.org/epitope/419440,4XVS
http://www.iedb.org/assay/2445256,http://www.iedb.org/epitope/2134550,4CDG
http://www.iedb.org/assay/2445257,http://www.iedb.org/epitope/420422,4YPG
http://www.iedb.org/assay/2445260,http://www.iedb.org/epitope/420423,4UAO
http://www.iedb.org/assay/2445265,http://www.iedb.org/epitope/2135218,4Y5V
http://www.iedb.org/assay/2445266,http://www.iedb.org/epitope/2135239,4ZFO
http://www.iedb.org/assay/2461362,http://www.iedb.org/epitope/420679,4XNU
http://www.iedb.org/assay/2461371,http://www.iedb.org/epitope/420679,4XNX
http://www.iedb.org/assay/2461395,http://www.iedb.org/epitope/420679,4XP1
http://www.iedb.org/assay/2461397,http://www.iedb.org/epitope/420679,4XP6
http://www.iedb.org/assay/2461399,http://www.iedb.org/epitope/429165,4XP9
http://www.iedb.org/assay/2461401,http://www.iedb.org/epitope/420679,4XPA
http://www.iedb.org/assay/2461402,http://www.iedb.org/epitope/420679,4XP4
http://www.iedb.org/assay/2461403,http://www.iedb.org/epitope/420679,4XP5
http://www.iedb.org/assay/2461411,http://www.iedb.org/epitope/429166,4XPB
http://www.iedb.org/assay/2461413,http://www.iedb.org/epitope/420679,4XPF
http://www.iedb.org/assay/2461414,http://www.iedb.org/epitope/420679,4XPG
http://www.iedb.org/assay/2461415,http://www.iedb.org/epitope/420679,4XPH
http://www.iedb.org/assay/2461418,http://www.iedb.org/epitope/429166,4XPT
http://www.iedb.org/assay/2461419,http://www.iedb.org/epitope/2134727,4S10
http://www.iedb.org/assay/2461498,http://www.iedb.org/epitope/420676,4YK4
http://www.iedb.org/assay/2461502,http://www.iedb.org/epitope/420678,4YJZ
http://www.iedb.org/assay/2462548,http://www.iedb.org/epitope/2135129,3WLW
http://www.iedb.org/assay/2465439,http://www.iedb.org/epitope/422140,4XHJ
http://www.iedb.org/assay/2465467,http://www.iedb.org/epitope/422141,4XI5
http://www.iedb.org/assay/2465919,http://www.iedb.org/epitope/422872,3JAB
http://www.iedb.org/assay/2465980,http://www.iedb.org/epitope/422898,4YDJ
http://www.iedb.org/assay/2465981,http://www.iedb.org/epitope/422897,4YDK
http://www.iedb.org/assay/2465982,http://www.iedb.org/epitope/422896,4YDL
http://www.iedb.org/assay/2465983,http://www.iedb.org/epitope/422900,4YDI
http://www.iedb.org/assay/2465984,http://www.iedb.org/epitope/422895,4YFL
http://www.iedb.org/assay/2466203,http://www.iedb.org/epitope/422892,4PP2
http://www.iedb.org/assay/2466221,http://www.iedb.org/epitope/422893,4PP1
http://www.iedb.org/assay/2467461,http://www.iedb.org/epitope/2135411,4ZFF
http://www.iedb.org/assay/2467463,http://www.iedb.org/epitope/423186,4ZFG
http://www.iedb.org/assay/2467683,http://www.iedb.org/epitope/422899,4RX4
http://www.iedb.org/assay/2467709,http://www.iedb.org/epitope/422960,4YQX
http://www.iedb.org/assay/2467710,http://www.iedb.org/epitope/422961,4YUE
http://www.iedb.org/assay/2467864,http://www.iedb.org/epitope/422894,4RWY
http://www.iedb.org/assay/2468784,http://www.iedb.org/epitope/423781,4Z5R
http://www.iedb.org/assay/2468975,http://www.iedb.org/epitope/423620,4YWG
http://www.iedb.org/assay/2469171,http://www.iedb.org/epitope/429162,4RFO
http://www.iedb.org/assay/2469172,http://www.iedb.org/epitope/429161,4RFN
http://www.iedb.org/assay/2469314,http://www.iedb.org/epitope/429164,3U2S
http://www.iedb.org/assay/2469317,http://www.iedb.org/epitope/429167,3U4E
http://www.iedb.org/assay/2469834,http://www.iedb.org/epitope/2134664,3HMX
http://www.iedb.org/assay/2469839,http://www.iedb.org/epitope/429168,4ZYP
http://www.iedb.org/assay/2469840,http://www.iedb.org/epitope/429157,4ZYP
http://www.iedb.org/assay/2469899,http://www.iedb.org/epitope/745532,5AAM
http://www.iedb.org/assay/2469900,http://www.iedb.org/epitope/745532,5AAW
http://www.iedb.org/assay/2480731,http://www.iedb.org/epitope/429163,5A3I
http://www.iedb.org/assay/2480778,http://www.iedb.org/epitope/434565,4UBD
http://www.iedb.org/assay/2481805,http://www.iedb.org/epitope/434566,4R8W
http://www.iedb.org/assay/2484820,http://www.iedb.org/epitope/434677,3J70
http://www.iedb.org/assay/2485096,http://www.iedb.org/epitope/2134635,5BVP
http://www.iedb.org/assay/2485174,http://www.iedb.org/epitope/434785,4ZS6
http://www.iedb.org/assay/2485256,http://www.iedb.org/epitope/434783,5C0R
http://www.iedb.org/assay/2485257,http://www.iedb.org/epitope/434784,5C0S
http://www.iedb.org/assay/2487621,http://www.iedb.org/epitope/436014,5CJS
http://www.iedb.org/assay/2487623,http://www.iedb.org/epitope/436013,5CJQ
http://www.iedb.org/assay/2487631,http://www.iedb.org/epitope/2135227,4WV1
http://www.iedb.org/assay/2489392,http://www.iedb.org/epitope/436011,5DA0
http://www.iedb.org/assay/2489415,http://www.iedb.org/epitope/2135267,4YX2
http://www.iedb.org/assay/2489416,http://www.iedb.org/epitope/435870,4YXH
http://www.iedb.org/assay/2489417,http://www.iedb.org/epitope/435871,4YXK
http://www.iedb.org/assay/2489418,http://www.iedb.org/epitope/435856,4YXL
http://www.iedb.org/assay/2489854,http://www.iedb.org/epitope/436012,5C6T
http://www.iedb.org/assay/2489884,http://www.iedb.org/epitope/450397,5CJX
http://www.iedb.org/assay/2489915,http://www.iedb.org/epitope/451242,4LQF
http://www.iedb.org/assay/2489962,http://www.iedb.org/epitope/451243,4LU5
http://www.iedb.org/assay/2489970,http://www.iedb.org/epitope/451247,4M1G
http://www.iedb.org/assay/2489978,http://www.iedb.org/epitope/435872,4YE4
http://www.iedb.org/assay/2515706,http://www.iedb.org/epitope/436020,5ACO
http://www.iedb.org/assay/2515981,http://www.iedb.org/epitope/2138118,5ANM
http://www.iedb.org/assay/2516072,http://www.iedb.org/epitope/450396,3JBA
http://www.iedb.org/assay/2517750,http://www.iedb.org/epitope/451540,5CWS
http://www.iedb.org/assay/2517771,http://www.iedb.org/epitope/451244,5DO2
http://www.iedb.org/assay/2518170,http://www.iedb.org/epitope/451538,4ZPT
http://www.iedb.org/assay/2518172,http://www.iedb.org/epitope/451538,4ZPV
http://www.iedb.org/assay/2519346,http://www.iedb.org/epitope/451453,4YBQ
http://www.iedb.org/assay/2519372,http://www.iedb.org/epitope/462517,5DFZ
http://www.iedb.org/assay/2519407,http://www.iedb.org/epitope/461004,4YGA
http://www.iedb.org/assay/2519503,http://www.iedb.org/epitope/2135210,5E8E
http://www.iedb.org/assay/2520462,http://www.iedb.org/epitope/2135165,5CUS
http://www.iedb.org/assay/2520484,http://www.iedb.org/epitope/461728,4XAK
http://www.iedb.org/assay/2520589,http://www.iedb.org/epitope/461005,5C7K
http://www.iedb.org/assay/2520591,http://www.iedb.org/epitope/460998,5C7K
http://www.iedb.org/assay/2522400,http://www.iedb.org/epitope/461918,4XNM
http://www.iedb.org/assay/2537163,http://www.iedb.org/epitope/462265,3TYG
http://www.iedb.org/assay/2545519,http://www.iedb.org/epitope/2144569,4YZF
http://www.iedb.org/assay/2546184,http://www.iedb.org/epitope/474457,5ANY
http://www.iedb.org/assay/2546414,http://www.iedb.org/epitope/461918,4XNQ
http://www.iedb.org/assay/2546422,http://www.iedb.org/epitope/461918,4XRC
http://www.iedb.org/assay/2579860,http://www.iedb.org/epitope/462268,5C8J
http://www.iedb.org/assay/2579861,http://www.iedb.org/epitope/2134796,4XZU
http://www.iedb.org/assay/2580097,http://www.iedb.org/epitope/2135096,4UV7
http://www.iedb.org/assay/2580883,http://www.iedb.org/epitope/2150114,5E8D
http://www.iedb.org/assay/2604955,http://www.iedb.org/epitope/489107,5E0Q
http://www.iedb.org/assay/2605008,http://www.iedb.org/epitope/2134566,4Z7N
http://www.iedb.org/assay/2605059,http://www.iedb.org/epitope/2134566,4Z7Q
http://www.iedb.org/assay/2605060,http://www.iedb.org/epitope/2134566,5HDB
http://www.iedb.org/assay/2605317,http://www.iedb.org/epitope/2134816,5BO1
http://www.iedb.org/assay/2605451,http://www.iedb.org/epitope/474463,4GFT
http://www.iedb.org/assay/2605453,http://www.iedb.org/epitope/489105,4V1D
http://www.iedb.org/assay/2605454,http://www.iedb.org/epitope/489106,4V1D
http://www.iedb.org/assay/2605555,http://www.iedb.org/epitope/489879,5DUM
http://www.iedb.org/assay/2605556,http://www.iedb.org/epitope/489878,5DUP
http://www.iedb.org/assay/2605557,http://www.iedb.org/epitope/489877,5DUR
http://www.iedb.org/assay/2605720,http://www.iedb.org/epitope/489104,5EN2
http://www.iedb.org/assay/2605764,http://www.iedb.org/epitope/2135351,4WUU
http://www.iedb.org/assay/2606941,http://www.iedb.org/epitope/489421,5C0N
http://www.iedb.org/assay/2608364,http://www.iedb.org/epitope/489422,5D8J
http://www.iedb.org/assay/2621125,http://www.iedb.org/epitope/496264,5C2U
http://www.iedb.org/assay/2621129,http://www.iedb.org/epitope/496266,5C3L
http://www.iedb.org/assay/2621136,http://www.iedb.org/epitope/489423,5C1M
http://www.iedb.org/assay/2621138,http://www.iedb.org/epitope/2135230,4XWG
http://www.iedb.org/assay/2621139,http://www.iedb.org/epitope/2135230,4XX1
http://www.iedb.org/assay/2621147,http://www.iedb.org/epitope/503949,5ESV
http://www.iedb.org/assay/2621149,http://www.iedb.org/epitope/503950,5ESZ
http://www.iedb.org/assay/2621161,http://www.iedb.org/epitope/2135229,5BV7
http://www.iedb.org/assay/2621162,http://www.iedb.org/epitope/2135228,5BV7
http://www.iedb.org/assay/2621260,http://www.iedb.org/epitope/489875,5CEZ
http://www.iedb.org/assay/2621262,http://www.iedb.org/epitope/489886,5CEZ
http://www.iedb.org/assay/2637087,http://www.iedb.org/epitope/504129,5F6J
http://www.iedb.org/assay/2641927,http://www.iedb.org/epitope/2135399,5DWU
http://www.iedb.org/assay/2642551,http://www.iedb.org/epitope/496265,4Y7M
http://www.iedb.org/assay/2642798,http://www.iedb.org/epitope/497080,3JBD
http://www.iedb.org/assay/2642802,http://www.iedb.org/epitope/497082,3JBC
http://www.iedb.org/assay/2652989,http://www.iedb.org/epitope/497084,3JBE
http://www.iedb.org/assay/2659796,http://www.iedb.org/epitope/497081,3JBF
http://www.iedb.org/assay/2659799,http://www.iedb.org/epitope/497083,3JBG
http://www.iedb.org/assay/2660010,http://www.iedb.org/epitope/504131,5F7L
http://www.iedb.org/assay/2660016,http://www.iedb.org/epitope/504130,5F7K
http://www.iedb.org/assay/2660017,http://www.iedb.org/epitope/504130,5F7M
http://www.iedb.org/assay/2660022,http://www.iedb.org/epitope/504130,5F7N
http://www.iedb.org/assay/2660023,http://www.iedb.org/epitope/504130,5F7W
http://www.iedb.org/assay/2660024,http://www.iedb.org/epitope/504130,5F7Y
http://www.iedb.org/assay/2660035,http://www.iedb.org/epitope/504130,5F8Q
http://www.iedb.org/assay/2660037,http://www.iedb.org/epitope/504130,5F8R
http://www.iedb.org/assay/2660043,http://www.iedb.org/epitope/504130,5F93
http://www.iedb.org/assay/2660117,http://www.iedb.org/epitope/504130,5F97
http://www.iedb.org/assay/2660120,http://www.iedb.org/epitope/504130,5F9A
http://www.iedb.org/assay/2660123,http://www.iedb.org/epitope/504130,5F9D
http://www.iedb.org/assay/2683418,http://www.iedb.org/epitope/504093,5E7F
http://www.iedb.org/assay/2683527,http://www.iedb.org/epitope/2135255,5D96
http://www.iedb.org/assay/2683530,http://www.iedb.org/epitope/2135253,5D93
http://www.iedb.org/assay/2707177,http://www.iedb.org/epitope/2135420,5FV1
http://www.iedb.org/assay/2707178,http://www.iedb.org/epitope/2135421,5FV2
http://www.iedb.org/assay/2707447,http://www.iedb.org/epitope/2134835,4ZXB
http://www.iedb.org/assay/2707448,http://www.iedb.org/epitope/2134833,4ZXB
http://www.iedb.org/assay/2723344,http://www.iedb.org/epitope/2135128,3WSQ
http://www.iedb.org/assay/2723459,http://www.iedb.org/epitope/509301,5HJ3
http://www.iedb.org/assay/2724219,http://www.iedb.org/epitope/2134566,4Z7O
http://www.iedb.org/assay/2734330,http://www.iedb.org/epitope/530627,5F9W
http://www.iedb.org/assay/2734333,http://www.iedb.org/epitope/530628,5F9O
http://www.iedb.org/assay/2734334,http://www.iedb.org/epitope/530629,5F96
http://www.iedb.org/assay/2734462,http://www.iedb.org/epitope/534824,5FUU
http://www.iedb.org/assay/2742367,http://www.iedb.org/epitope/534853,5FHC
http://www.iedb.org/assay/2742368,http://www.iedb.org/epitope/534854,5FHC
http://www.iedb.org/assay/2742481,http://www.iedb.org/epitope/534647,5F45
http://www.iedb.org/assay/2749922,http://www.iedb.org/epitope/2134722,4JZJ
http://www.iedb.org/assay/2750963,http://www.iedb.org/epitope/538520,5IES
http://www.iedb.org/assay/2751005,http://www.iedb.org/epitope/538520,5IF0
http://www.iedb.org/assay/2751192,http://www.iedb.org/epitope/2144732,5FHX
http://www.iedb.org/assay/2751446,http://www.iedb.org/epitope/538532,5IGX
http://www.iedb.org/assay/2751461,http://www.iedb.org/epitope/538530,5FEC
http://www.iedb.org/assay/2763519,http://www.iedb.org/epitope/2135223,5I6X
http://www.iedb.org/assay/2763520,http://www.iedb.org/epitope/2135223,5I73
http://www.iedb.org/assay/2763521,http://www.iedb.org/epitope/2135223,5I73
http://www.iedb.org/assay/2763522,http://www.iedb.org/epitope/2135223,5I74
http://www.iedb.org/assay/2763523,http://www.iedb.org/epitope/2135223,5I75
http://www.iedb.org/assay/2765169,http://www.iedb.org/epitope/2134741,4RAU
http://www.iedb.org/assay/2765194,http://www.iedb.org/epitope/540165,6CMG
http://www.iedb.org/assay/2827126,http://www.iedb.org/epitope/534823,5EUL
http://www.iedb.org/assay/2827806,http://www.iedb.org/epitope/2134552,5H8O
http://www.iedb.org/assay/2830055,http://www.iedb.org/epitope/540703,5FYJ
http://www.iedb.org/assay/2830056,http://www.iedb.org/epitope/540701,5FYK
http://www.iedb.org/assay/2830057,http://www.iedb.org/epitope/540702,5FYL
http://www.iedb.org/assay/2830058,http://www.iedb.org/epitope/540696,5FYJ
http://www.iedb.org/assay/2830059,http://www.iedb.org/epitope/540697,5FYK
http://www.iedb.org/assay/2830060,http://www.iedb.org/epitope/540693,5FYL
http://www.iedb.org/assay/2830061,http://www.iedb.org/epitope/745533,5FYJ
http://www.iedb.org/assay/2830062,http://www.iedb.org/epitope/745534,5FYK
http://www.iedb.org/assay/2830387,http://www.iedb.org/epitope/2135366,4R9Y
http://www.iedb.org/assay/2830598,http://www.iedb.org/epitope/226416,5EC1
http://www.iedb.org/assay/2830599,http://www.iedb.org/epitope/226416,5EC2
